Transaction_ID,Date,Year,Day_Of_Week,Quarter,Store_ID,Store_Type,Region,City,Product_ID,Product_Category,Product_Subcategory,Brand,Units_Sold,Unit_Price,Discount_Percent,Promotion,Holiday,Inventory_Level,Competitor_Price,Customer_Footfall,Marketing_Spend,Online_Orders,Returns,Customer_Satisfaction,Sales_Amount,Demand_Level
313662,29-03-2025,2025,Saturday,1,ST032,Convenience Store,North,Boston,PR0064,Beauty,Makeup,Zenith,34,31.03,20,Yes,No,609,33.73,308,4296.51,107,2,3.79,794.37,Medium
321460,29-03-2025,2025,Saturday,1,ST006,Online Store,South,Boston,PR0349,Toys,Puzzles,EcoLife,38,25.69,15,Yes,Yes,552,21.1,414,6430.44,371,2,3.39,786.11,Medium
311932,29-03-2025,2025,Saturday,1,ST023,Supermarket,North,Houston,PR0265,Electronics,Audio,Apex,23,281.57,10,Yes,No,551,352.69,340,2577.89,161,0,3.9,5828.5,High
316916,29-03-2025,2025,Saturday,1,ST078,Supermarket,North,Phoenix,PR0213,Groceries,Beverages,UrbanCo,32,12.23,30,Yes,No,385,12.87,263,4992.26,215,0,2.96,273.95,Low
320501,29-03-2025,2025,Saturday,1,ST072,Online Store,West,Atlanta,PR0198,Sports,Team Sports,PrimePlus,27,114.62,30,Yes,No,748,125.66,76,5236.7,302,4,4.01,1845.38,Medium
311436,30-03-2025,2025,Sunday,1,ST049,Online Store,South,Dallas,PR0143,Clothing,Kids,PrimePlus,18,46.33,25,Yes,Yes,396,37.51,454,3562.48,360,1,2.9,590.71,Medium
316564,30-03-2025,2025,Sunday,1,ST003,Supermarket,Central,Atlanta,PR0469,Home & Kitchen,Decor,Zenith,26,129.27,0,No,No,684,122.46,550,2524.39,120,3,3.86,2973.21,High
322465,30-03-2025,2025,Sunday,1,ST001,Hypermarket,Central,Denver,PR0351,Clothing,Kids,UrbanCo,28,92.9,0,Yes,No,461,96.33,636,4783.56,140,3,4.37,2322.5,High
317538,30-03-2025,2025,Sunday,1,ST028,Supermarket,South,Boston,PR0195,Home & Kitchen,Decor,Nova,15,67.06,15,Yes,No,489,65.7,262,3272.62,151,0,3.96,855.02,Medium
303707,30-03-2025,2025,Sunday,1,ST040,Hypermarket,West,Phoenix,PR0160,Electronics,Accessories,PrimePlus,38,289.4,30,Yes,No,851,307.84,783,2906.13,145,0,4.77,7698.04,Very High
320139,30-03-2025,2025,Sunday,1,ST003,Supermarket,Central,Denver,PR0021,Clothing,Women,ValueMax,16,47.08,10,Yes,No,412,45.29,545,1496.93,113,0,4.76,677.95,Medium
318611,30-03-2025,2025,Sunday,1,ST091,Convenience Store,West,Houston,PR0219,Beauty,Makeup,Zenith,59,18.68,10,Yes,No,828,19.48,351,3329.27,187,2,3.94,958.28,Medium
314787,30-03-2025,2025,Sunday,1,ST037,Supermarket,West,Denver,PR0290,Toys,Educational,FreshMart,24,29.92,0,No,No,441,33.34,803,1347.14,84,0,4.04,718.08,Medium
301617,30-03-2025,2025,Sunday,1,ST026,Hypermarket,West,Dallas,PR0216,Beauty,Fragrance,Nova,21,41.33,15,Yes,No,507,39.5,414,2961.5,117,0,3.23,737.74,Medium
314793,30-03-2025,2025,Sunday,1,ST091,Supermarket,East,Los Angeles,PR0353,Electronics,Laptop,Apex,6,898.94,30,Yes,No,389,1001.99,455,5183.05,170,0,3.83,3775.55,High
300816,30-03-2025,2025,Sunday,1,ST062,Online Store,East,Chicago,PR0166,Sports,Outdoor,FreshMart,23,155.46,0,Yes,No,834,184.29,223,4387.15,350,0,4.28,3575.58,High
311878,30-03-2025,2025,Sunday,1,ST093,Hypermarket,South,Houston,PR0300,Groceries,Dairy,EcoLife,35,11.31,30,Yes,No,528,11.63,512,4607.28,135,1,4.43,269.18,Low
324382,30-03-2025,2025,Sunday,1,ST073,Online Store,East,Chicago,PR0096,Toys,Puzzles,Nova,35,19.29,35,Yes,No,679,20.34,59,4422.89,318,2,3.68,413.77,Low
307082,30-03-2025,2025,Sunday,1,ST055,Convenience Store,Central,Denver,PR0061,Clothing,Footwear,Nova,4,69.4,0,No,No,273,63.56,29,1484.1,85,0,3.86,277.6,Low
310981,30-03-2025,2025,Sunday,1,ST029,Supermarket,West,Denver,PR0117,Groceries,Snacks,UrbanCo,37,17.63,0,Yes,No,725,16.55,250,4724.66,91,2,4.33,617.05,Medium
310470,30-03-2025,2025,Sunday,1,ST011,Hypermarket,North,Los Angeles,PR0049,Clothing,Kids,Zenith,5,46.64,0,No,No,185,64.84,618,1088.31,143,0,3.96,233.2,Low
313976,30-03-2025,2025,Sunday,1,ST081,Supermarket,West,New York,PR0130,Groceries,Fresh Produce,ValueMax,40,22.21,15,Yes,No,479,22.62,803,4451.44,108,2,3.6,717.38,Medium
323176,30-03-2025,2025,Sunday,1,ST076,Convenience Store,North,Dallas,PR0405,Toys,Action Figures,Nova,49,30.51,10,Yes,No,755,30.42,534,4547.65,142,2,3.39,1290.57,Medium
303534,30-03-2025,2025,Sunday,1,ST099,Supermarket,Central,Seattle,PR0150,Groceries,Beverages,UrbanCo,25,18.67,0,Yes,No,271,20.24,366,4848.49,219,0,4.62,466.75,Low
314729,30-03-2025,2025,Sunday,1,ST063,Hypermarket,West,Phoenix,PR0094,Groceries,Beverages,FreshMart,23,11.77,0,No,No,517,10.16,642,2300.8,96,4,3.99,223.63,Low
313787,31-03-2025,2025,Monday,1,ST085,Hypermarket,North,Atlanta,PR0069,Electronics,Laptop,Zenith,52,294,0,No,Yes,833,292.34,1009,3444,160,4,5,14112,Very High
311463,31-03-2025,2025,Monday,1,ST079,Hypermarket,Central,Seattle,PR0132,Clothing,Footwear,ValueMax,30,33.84,10,Yes,No,463,31.36,747,4220.69,194,1,4.46,883.22,Medium
323743,31-03-2025,2025,Monday,1,ST073,Convenience Store,South,Atlanta,PR0466,Electronics,Mobile,PrimePlus,25,507.79,15,Yes,No,744,602.71,357,3849.9,197,0,4.4,10790.54,Very High
323942,31-03-2025,2025,Monday,1,ST031,Hypermarket,North,Dallas,PR0288,Groceries,Fresh Produce,ValueMax,46,21.38,0,No,No,673,19.55,926,2436.91,0,5,4.02,876.58,Medium
324120,31-03-2025,2025,Monday,1,ST022,Hypermarket,North,Los Angeles,PR0116,Groceries,Snacks,FreshMart,58,22.14,0,No,No,745,26.06,868,3281.17,85,3,3.69,1217.7,Medium
323697,31-03-2025,2025,Monday,1,ST081,Convenience Store,Central,Chicago,PR0430,Clothing,Women,Apex,34,66.7,15,Yes,No,570,68.58,232,5436.08,139,1,4.45,1870.94,Medium
312852,31-03-2025,2025,Monday,1,ST084,Convenience Store,Central,Chicago,PR0163,Groceries,Fresh Produce,EcoLife,18,20.58,0,No,No,379,23.03,481,2884.34,73,1,4.7,349.86,Low
308006,31-03-2025,2025,Monday,1,ST034,Online Store,South,Boston,PR0191,Beauty,Makeup,ValueMax,7,48.52,0,No,No,369,53.52,243,2518.91,280,0,4.98,339.64,Low
308540,31-03-2025,2025,Monday,1,ST060,Convenience Store,North,Seattle,PR0259,Home & Kitchen,Storage,Nova,5,194.5,0,No,No,356,192.76,250,2566.45,108,0,4.25,972.5,Medium
305921,31-03-2025,2025,Monday,1,ST057,Convenience Store,South,Boston,PR0359,Groceries,Fresh Produce,Nova,4,17.99,10,Yes,No,140,14.93,385,2427.25,100,0,3.47,64.76,Low
305830,31-03-2025,2025,Monday,1,ST030,Hypermarket,East,Boston,PR0397,Clothing,Men,ValueMax,14,45.48,0,No,No,668,44.98,290,2953.29,45,1,3.58,591.24,Medium
307629,31-03-2025,2025,Monday,1,ST055,Online Store,North,Atlanta,PR0316,Home & Kitchen,Decor,Zenith,4,105.1,0,No,No,192,103.23,286,2342.54,303,2,3.17,210.2,Low
321307,31-03-2025,2025,Monday,1,ST089,Supermarket,Central,Chicago,PR0065,Toys,Educational,Zenith,22,31.99,15,Yes,No,414,33.41,629,3212.9,159,1,3.64,571.02,Medium
321072,31-03-2025,2025,Monday,1,ST007,Convenience Store,South,Los Angeles,PR0033,Home & Kitchen,Cookware,Zenith,42,96.62,20,Yes,No,967,108.81,554,3022.85,146,1,3.34,3169.14,High
316658,31-03-2025,2025,Monday,1,ST005,Hypermarket,Central,Chicago,PR0208,Groceries,Dairy,FreshMart,33,12.82,25,Yes,No,595,11.3,683,4059.37,97,3,3.84,288.45,Low
318850,31-03-2025,2025,Monday,1,ST018,Hypermarket,East,New York,PR0422,Toys,Educational,ValueMax,12,40.27,15,Yes,No,486,36.66,551,2037.97,197,1,3.17,376.52,Low
313445,31-03-2025,2025,Monday,1,ST075,Supermarket,Central,Dallas,PR0483,Beauty,Fragrance,PrimePlus,24,31.08,5,No,No,547,35.46,713,2750.32,128,1,4.81,679.1,Medium
316302,31-03-2025,2025,Monday,1,ST022,Supermarket,East,Los Angeles,PR0072,Home & Kitchen,Furniture,Zenith,27,143.56,20,Yes,No,765,145.05,387,4182.71,107,0,4.21,3100.9,High
315727,31-03-2025,2025,Monday,1,ST071,Convenience Store,Central,Dallas,PR0298,Toys,Action Figures,Zenith,28,36.11,20,Yes,No,442,37.84,570,2482.54,119,1,3.53,779.98,Medium
309058,31-03-2025,2025,Monday,1,ST067,Convenience Store,East,Boston,PR0025,Beauty,Fragrance,UrbanCo,13,94.25,10,Yes,No,738,99.44,564,2333.82,190,0,4.76,1102.73,Medium
320780,31-03-2025,2025,Monday,1,ST073,Supermarket,East,Denver,PR0136,Clothing,Women,UrbanCo,26,37.47,10,Yes,No,804,31.79,414,4317.3,130,1,4.25,843.08,Medium
308620,01-03-2024,2024,Friday,1,ST100,Hypermarket,North,Denver,PR0405,Groceries,Dairy,Apex,55,9.27,25,Yes,No,637,9.23,932,2613.07,149,0,3.23,382.39,Low
305792,01-03-2024,2024,Friday,1,ST032,Convenience Store,North,Denver,PR0351,Beauty,Haircare,ValueMax,16,59.46,10,Yes,No,454,60.43,328,4149.37,193,2,4.48,749.2,Medium
307171,01-03-2024,2024,Friday,1,ST064,Hypermarket,North,Boston,PR0333,Beauty,Fragrance,UrbanCo,20,73,25,Yes,No,738,71.44,701,3474.52,69,0,4.83,1095,Medium
315084,01-03-2024,2024,Friday,1,ST052,Convenience Store,Central,Dallas,PR0302,Groceries,Dairy,UrbanCo,31,19.8,0,Yes,No,502,21.4,434,3413.83,159,0,4.71,613.8,Medium
316549,01-03-2024,2024,Friday,1,ST018,Convenience Store,North,Boston,PR0231,Clothing,Men,UrbanCo,31,52.91,0,No,No,614,43.57,614,3659.88,0,3,3.17,1481.48,Medium
308676,01-03-2024,2024,Friday,1,ST084,Supermarket,South,Seattle,PR0019,Sports,Fitness,PrimePlus,8,69.39,25,Yes,No,264,82.92,589,3337.12,69,0,4.21,416.34,Low
308469,01-03-2024,2024,Friday,1,ST042,Supermarket,East,Phoenix,PR0353,Home & Kitchen,Cookware,Apex,10,163.07,5,Yes,Yes,147,157.98,769,3331.16,173,0,3.84,1549.16,Medium
308208,01-03-2024,2024,Friday,1,ST078,Supermarket,Central,Los Angeles,PR0056,Toys,Action Figures,ValueMax,14,33.82,0,No,No,654,32.39,511,1897.39,153,1,4.07,439.66,Low
302174,01-03-2024,2024,Friday,1,ST080,Convenience Store,East,Houston,PR0170,Electronics,Laptop,Nova,24,195.52,10,Yes,No,511,210.78,279,4939.79,130,1,4.16,4047.26,High
309663,01-03-2024,2024,Friday,1,ST037,Supermarket,West,Denver,PR0019,Groceries,Dairy,Apex,46,22.09,15,Yes,No,603,23.3,557,3092.58,212,2,4.56,826.17,Medium
321869,01-03-2024,2024,Friday,1,ST080,Hypermarket,West,Boston,PR0044,Groceries,Beverages,EcoLife,36,8.88,15,Yes,Yes,372,9.06,645,3657.26,116,0,3.82,271.73,Low
302264,01-03-2024,2024,Friday,1,ST039,Convenience Store,North,Los Angeles,PR0256,Groceries,Fresh Produce,UrbanCo,32,18.76,30,Yes,No,601,17.97,535,3144.45,48,1,3.81,407.09,Low
311467,01-03-2024,2024,Friday,1,ST016,Convenience Store,South,Houston,PR0331,Sports,Team Sports,EcoLife,25,37.15,0,No,No,769,38.75,138,3049.53,79,1,3.75,891.6,Medium
317823,01-03-2024,2024,Friday,1,ST099,Supermarket,Central,Phoenix,PR0403,Groceries,Fresh Produce,FreshMart,35,10.8,10,Yes,No,323,12.81,435,6372.61,86,1,4.12,330.48,Low
303007,01-03-2024,2024,Friday,1,ST024,Convenience Store,South,Atlanta,PR0488,Groceries,Beverages,Zenith,29,31.64,0,No,No,699,37.31,378,1436.01,80,5,4.31,759.36,Medium
316185,01-03-2024,2024,Friday,1,ST003,Supermarket,Central,Denver,PR0153,Home & Kitchen,Storage,UrbanCo,10,96.25,25,Yes,No,240,105.45,546,3329.96,161,1,4.57,649.69,Medium
304383,01-03-2024,2024,Friday,1,ST020,Supermarket,West,Denver,PR0462,Beauty,Skincare,Nova,6,43.3,0,Yes,No,318,39.26,609,3862.96,137,0,4.72,259.8,Low
302888,01-03-2024,2024,Friday,1,ST015,Supermarket,East,Denver,PR0434,Home & Kitchen,Furniture,ValueMax,25,143.86,0,Yes,No,616,139.35,821,4854.24,155,2,3.4,3308.78,High
306061,02-03-2024,2024,Saturday,1,ST041,Supermarket,East,Denver,PR0371,Groceries,Fresh Produce,EcoLife,39,17.95,35,Yes,No,583,15.25,665,4248.66,121,0,4,455.03,Low
305483,02-03-2024,2024,Saturday,1,ST084,Supermarket,West,Los Angeles,PR0222,Groceries,Beverages,ValueMax,10,33.27,25,Yes,No,295,31.69,178,3349.22,138,1,4.52,224.57,Low
308291,02-03-2024,2024,Saturday,1,ST048,Supermarket,East,Houston,PR0245,Groceries,Dairy,Nova,34,16.54,25,Yes,No,497,17.91,291,3540.24,155,2,4.52,396.96,Low
322631,02-03-2024,2024,Saturday,1,ST055,Hypermarket,South,Los Angeles,PR0121,Sports,Team Sports,ValueMax,31,110.79,30,Yes,Yes,800,85.13,681,5111.71,164,0,3.26,2404.14,High
323453,02-03-2024,2024,Saturday,1,ST076,Hypermarket,West,New York,PR0417,Groceries,Fresh Produce,UrbanCo,24,17.34,5,No,No,571,17.49,438,1185.63,70,1,3.58,378.88,Low
322020,02-03-2024,2024,Saturday,1,ST015,Supermarket,North,Dallas,PR0171,Beauty,Fragrance,Zenith,28,38.02,10,Yes,No,426,41.83,549,4020.75,115,2,3.4,889.67,Medium
320013,02-03-2024,2024,Saturday,1,ST011,Supermarket,North,Denver,PR0027,Clothing,Kids,EcoLife,28,52.31,30,Yes,No,521,64.36,510,3024.86,215,1,5,988.66,Medium
305006,02-03-2024,2024,Saturday,1,ST082,Convenience Store,South,Dallas,PR0279,Home & Kitchen,Cookware,Apex,21,116.68,25,Yes,No,479,101.49,384,5676.49,147,0,2.94,1837.71,Medium
313903,02-03-2024,2024,Saturday,1,ST057,Convenience Store,Central,Seattle,PR0338,Beauty,Skincare,PrimePlus,22,30.11,15,Yes,No,519,28.84,74,3336.71,86,0,4.22,563.06,Medium
306808,02-03-2024,2024,Saturday,1,ST037,Supermarket,South,Boston,PR0192,Home & Kitchen,Furniture,FreshMart,38,113.4,35,Yes,No,644,112,728,4615.46,132,0,3.65,2800.98,High
316019,02-03-2024,2024,Saturday,1,ST052,Convenience Store,South,New York,PR0272,Clothing,Men,ValueMax,19,48.61,0,Yes,No,533,50.48,304,4124.96,64,1,2.85,874.98,Medium
311162,02-03-2024,2024,Saturday,1,ST008,Online Store,East,Phoenix,PR0152,Clothing,Footwear,Nova,26,78.79,15,Yes,No,624,83.13,234,4032.03,236,2,4.19,1607.32,Medium
316640,02-03-2024,2024,Saturday,1,ST076,Supermarket,South,Boston,PR0409,Beauty,Makeup,FreshMart,22,41.48,20,Yes,No,445,46.35,204,3791.44,100,0,3.52,730.05,Medium
320946,02-03-2024,2024,Saturday,1,ST029,Supermarket,West,Dallas,PR0415,Electronics,Laptop,EcoLife,13,546.18,10,Yes,No,396,572.31,603,3463.28,217,0,3.44,6390.31,High
323391,02-03-2024,2024,Saturday,1,ST072,Supermarket,West,Houston,PR0342,Electronics,Laptop,FreshMart,15,394.99,0,No,No,856,446.69,399,2542,112,0,3.43,5924.85,High
319552,02-03-2024,2024,Saturday,1,ST006,Supermarket,North,Dallas,PR0401,Beauty,Skincare,UrbanCo,19,62.7,0,No,No,624,65.88,468,2400.48,70,1,4.39,1128.6,Medium
314043,02-03-2024,2024,Saturday,1,ST020,Hypermarket,North,New York,PR0063,Toys,Action Figures,UrbanCo,47,34.14,20,Yes,No,612,38.43,761,5393.61,69,3,4.22,1201.73,Medium
311736,02-03-2024,2024,Saturday,1,ST068,Hypermarket,West,Phoenix,PR0233,Clothing,Kids,Nova,11,50.53,15,Yes,No,249,57.21,531,3415.39,149,0,3.96,472.46,Low
301131,02-03-2024,2024,Saturday,1,ST023,Hypermarket,South,Boston,PR0244,Groceries,Beverages,UrbanCo,42,17.91,25,Yes,No,673,16.22,416,2629.8,147,4,3.75,510.44,Medium
303091,03-03-2024,2024,Sunday,1,ST048,Online Store,West,Phoenix,PR0014,Toys,Educational,EcoLife,6,36.5,0,No,No,251,35.02,194,1438.93,376,0,3.19,219,Low
313160,03-03-2024,2024,Sunday,1,ST098,Supermarket,East,Chicago,PR0421,Electronics,Accessories,PrimePlus,43,191.92,20,Yes,No,608,197.42,667,4479.38,76,3,3.06,6141.44,High
319297,03-03-2024,2024,Sunday,1,ST074,Supermarket,South,Boston,PR0251,Beauty,Fragrance,Zenith,15,43.79,10,Yes,No,297,51.59,537,2905.77,109,0,3.88,591.17,Medium
322919,03-03-2024,2024,Sunday,1,ST079,Supermarket,North,Dallas,PR0286,Home & Kitchen,Cookware,ValueMax,19,116.27,0,No,No,697,111.09,375,1699.53,109,2,4.34,1976.59,Medium
323724,03-03-2024,2024,Sunday,1,ST054,Supermarket,North,Boston,PR0132,Groceries,Fresh Produce,PrimePlus,15,16.23,0,No,No,192,16.47,471,2677.16,132,0,3.56,243.45,Low
313443,03-03-2024,2024,Sunday,1,ST074,Online Store,East,Houston,PR0032,Clothing,Kids,Nova,14,99.97,0,No,No,490,89.48,381,1837.43,344,0,3.79,1399.58,Medium
311654,03-03-2024,2024,Sunday,1,ST026,Convenience Store,Central,Phoenix,PR0404,Groceries,Snacks,Zenith,25,19.34,35,Yes,No,411,13.18,593,3747.05,154,0,3.32,314.28,Low
316101,03-03-2024,2024,Sunday,1,ST078,Online Store,West,Denver,PR0024,Groceries,Fresh Produce,Nova,7,8.04,0,No,No,278,7.31,302,1648.12,398,0,4.25,56.28,Low
308003,03-03-2024,2024,Sunday,1,ST038,Hypermarket,North,Denver,PR0031,Electronics,Mobile,EcoLife,27,249.17,15,Yes,No,550,237.97,763,4199.64,88,1,3.93,5506.66,High
306744,03-03-2024,2024,Sunday,1,ST050,Online Store,East,Chicago,PR0294,Clothing,Men,Apex,24,40.15,5,Yes,No,423,47.95,205,5375.79,347,0,4.07,915.42,Medium
309523,03-03-2024,2024,Sunday,1,ST066,Supermarket,East,Chicago,PR0219,Electronics,Mobile,EcoLife,11,335.51,5,No,No,326,337.61,290,1876.28,71,0,4.15,3506.08,High
319381,03-03-2024,2024,Sunday,1,ST016,Convenience Store,Central,Denver,PR0439,Clothing,Footwear,Zenith,16,61.64,15,Yes,No,455,73.96,274,2826.57,144,1,4.58,785.91,Medium
323843,03-03-2024,2024,Sunday,1,ST030,Supermarket,West,Los Angeles,PR0086,Groceries,Dairy,FreshMart,14,34.7,0,No,No,693,35.45,336,2138.69,80,0,5,485.8,Low
301497,03-03-2024,2024,Sunday,1,ST030,Supermarket,North,Boston,PR0027,Groceries,Dairy,UrbanCo,15,18.8,5,No,No,394,16.01,554,2556.18,116,0,4.88,267.9,Low
312956,03-03-2024,2024,Sunday,1,ST091,Convenience Store,Central,Seattle,PR0087,Groceries,Beverages,Apex,36,19.84,10,Yes,No,539,19.45,129,4342.65,154,3,3.16,589.25,Medium
322589,03-03-2024,2024,Sunday,1,ST048,Hypermarket,South,Chicago,PR0386,Clothing,Kids,Zenith,15,86.2,25,Yes,No,519,89.37,634,1703.37,122,0,3.86,969.75,Medium
302611,03-03-2024,2024,Sunday,1,ST045,Hypermarket,South,Atlanta,PR0478,Groceries,Dairy,ValueMax,30,17.33,0,Yes,No,650,16.33,388,3059.59,147,1,3.86,502.57,Medium
301633,04-03-2024,2024,Monday,1,ST084,Hypermarket,Central,Phoenix,PR0076,Groceries,Fresh Produce,PrimePlus,41,9.41,35,Yes,No,565,8.77,577,5910.78,67,2,4.98,238.54,Low
308012,04-03-2024,2024,Monday,1,ST028,Online Store,North,Phoenix,PR0143,Groceries,Snacks,Zenith,10,16.12,20,Yes,No,169,18.21,261,4642.01,346,1,4.32,116.06,Low
311296,04-03-2024,2024,Monday,1,ST058,Convenience Store,East,Los Angeles,PR0416,Electronics,Accessories,Zenith,18,246.53,0,No,No,638,298.24,700,1456.13,26,0,3.96,4437.54,High
315317,04-03-2024,2024,Monday,1,ST014,Online Store,Central,Los Angeles,PR0192,Home & Kitchen,Decor,PrimePlus,17,135.56,5,No,No,596,133.02,606,2486.51,367,0,3.81,2189.29,High
302272,04-03-2024,2024,Monday,1,ST016,Supermarket,North,Denver,PR0045,Electronics,Audio,Nova,16,232.63,10,Yes,No,470,216.15,532,4242.45,119,0,4.17,3349.87,High
316376,04-03-2024,2024,Monday,1,ST100,Supermarket,South,Atlanta,PR0329,Groceries,Snacks,PrimePlus,33,16.99,0,No,No,652,17.09,572,2169.71,83,3,4.69,509.7,Medium
306858,04-03-2024,2024,Monday,1,ST021,Online Store,North,Dallas,PR0383,Sports,Fitness,Apex,31,90.77,15,Yes,Yes,645,114.48,312,3443.25,302,2,3.88,2237.48,High
322347,04-03-2024,2024,Monday,1,ST037,Convenience Store,North,New York,PR0055,Sports,Sportswear,FreshMart,9,79.95,10,Yes,No,380,82.04,100,3196.85,76,0,3.2,647.6,Medium
316982,04-03-2024,2024,Monday,1,ST077,Online Store,North,Dallas,PR0154,Groceries,Dairy,Zenith,27,16.07,20,Yes,No,440,16.84,540,3028.67,405,3,4.17,308.54,Low
314396,04-03-2024,2024,Monday,1,ST069,Convenience Store,East,Denver,PR0386,Beauty,Fragrance,FreshMart,37,18.54,20,Yes,Yes,827,22.13,371,2900.31,178,2,3.88,519.12,Medium
321318,04-03-2024,2024,Monday,1,ST035,Supermarket,East,Dallas,PR0365,Electronics,Audio,EcoLife,9,191.56,20,Yes,No,290,202.21,423,2628.75,170,0,4.96,1379.23,Medium
318314,04-03-2024,2024,Monday,1,ST096,Convenience Store,West,Seattle,PR0316,Groceries,Fresh Produce,Nova,31,17.71,5,Yes,Yes,312,18.29,662,5210.12,152,0,4.02,521.56,Medium
321007,04-03-2024,2024,Monday,1,ST072,Hypermarket,North,Houston,PR0112,Sports,Team Sports,Apex,27,90.96,0,Yes,No,632,90.93,543,3971.48,136,0,3.81,2455.92,High
302020,04-03-2024,2024,Monday,1,ST035,Hypermarket,West,New York,PR0126,Beauty,Haircare,Zenith,19,38.35,0,No,No,562,46.43,598,2811.04,45,0,3.62,728.65,Medium
306629,04-03-2024,2024,Monday,1,ST036,Supermarket,East,Denver,PR0098,Electronics,Audio,Nova,10,245.06,0,No,No,708,232.38,373,1705.1,73,1,3.98,2205.54,High
301966,04-03-2024,2024,Monday,1,ST023,Convenience Store,East,Phoenix,PR0439,Groceries,Beverages,Nova,52,17.6,15,Yes,No,796,16.31,491,3880.62,106,0,4.09,777.92,Medium
312440,04-03-2024,2024,Monday,1,ST067,Hypermarket,South,Phoenix,PR0430,Electronics,Mobile,Nova,26,290.68,0,Yes,No,524,302.59,652,3678.65,148,1,3.95,7267,Very High
313905,05-03-2024,2024,Tuesday,1,ST016,Supermarket,East,Boston,PR0182,Groceries,Fresh Produce,Apex,32,25.58,20,Yes,No,670,25.96,532,3280.66,99,2,4.52,613.92,Medium
311128,05-03-2024,2024,Tuesday,1,ST058,Online Store,South,Denver,PR0227,Groceries,Dairy,FreshMart,54,23.2,10,Yes,No,692,23.39,281,5406.87,312,3,4.4,1064.88,Medium
317805,05-03-2024,2024,Tuesday,1,ST029,Supermarket,West,Denver,PR0493,Home & Kitchen,Cookware,EcoLife,19,87.06,15,Yes,No,626,86.75,175,4128.25,93,0,3.22,1406.02,Medium
311116,05-03-2024,2024,Tuesday,1,ST059,Convenience Store,Central,Houston,PR0261,Groceries,Beverages,UrbanCo,12,24.97,0,Yes,Yes,195,22.75,122,4319.63,84,1,4.32,274.67,Low
310783,05-03-2024,2024,Tuesday,1,ST100,Hypermarket,West,New York,PR0186,Clothing,Kids,UrbanCo,47,48.76,15,Yes,Yes,462,48.7,752,5083.19,150,3,3.73,1823.62,Medium
321300,05-03-2024,2024,Tuesday,1,ST020,Hypermarket,East,Denver,PR0374,Clothing,Men,Zenith,23,121.14,10,Yes,No,545,109.04,1060,5283.56,142,1,2.89,2398.57,High
305591,05-03-2024,2024,Tuesday,1,ST096,Hypermarket,Central,Boston,PR0210,Clothing,Footwear,FreshMart,16,40.58,10,Yes,No,254,46.79,416,5337.53,165,0,4.56,584.35,Medium
320106,05-03-2024,2024,Tuesday,1,ST027,Hypermarket,North,New York,PR0193,Clothing,Women,Apex,50,37.32,0,Yes,No,854,32.9,770,3644.28,127,0,4.35,1866,Medium
302100,05-03-2024,2024,Tuesday,1,ST006,Supermarket,South,Boston,PR0088,Clothing,Men,EcoLife,2,56.18,0,No,No,328,44.07,153,1421.33,111,0,3.79,112.36,Low
305535,05-03-2024,2024,Tuesday,1,ST031,Convenience Store,South,Phoenix,PR0393,Clothing,Footwear,Nova,17,37.81,0,No,No,498,38.66,420,2608.05,111,1,4,604.96,Medium
318238,05-03-2024,2024,Tuesday,1,ST085,Hypermarket,North,Chicago,PR0185,Electronics,Mobile,Nova,15,207.08,0,No,No,634,161.25,504,2397.53,88,0,4.05,3106.2,High
316148,05-03-2024,2024,Tuesday,1,ST069,Supermarket,East,Phoenix,PR0297,Home & Kitchen,Decor,FreshMart,7,119.61,5,No,No,423,113.5,470,2066.23,106,1,4.28,681.78,Medium
303796,05-03-2024,2024,Tuesday,1,ST008,Supermarket,Central,Denver,PR0032,Clothing,Footwear,FreshMart,31,58.02,5,Yes,No,677,52.96,567,4839.54,134,3,4.33,1543.33,Medium
314602,05-03-2024,2024,Tuesday,1,ST057,Supermarket,Central,Dallas,PR0050,Groceries,Beverages,PrimePlus,19,17.41,15,Yes,No,376,17.73,582,5058.29,164,0,3.84,281.17,Low
314616,05-03-2024,2024,Tuesday,1,ST083,Supermarket,Central,Boston,PR0360,Groceries,Dairy,EcoLife,44,15.39,5,No,No,698,18.71,481,2805.68,55,4,4,584.82,Medium
324251,06-03-2024,2024,Wednesday,1,ST047,Online Store,Central,Houston,PR0320,Groceries,Fresh Produce,EcoLife,70,14.07,30,Yes,No,783,17.92,248,3853.5,325,3,4.3,659.88,Medium
323138,06-03-2024,2024,Wednesday,1,ST057,Hypermarket,East,Dallas,PR0076,Home & Kitchen,Storage,Nova,17,86.75,0,No,No,508,100.7,646,465.54,105,0,3.28,1474.75,Medium
313003,06-03-2024,2024,Wednesday,1,ST100,Supermarket,South,Denver,PR0347,Sports,Sportswear,Zenith,6,72.01,0,No,No,288,72.51,274,3109.29,125,1,5,360.05,Low
307105,06-03-2024,2024,Wednesday,1,ST012,Convenience Store,East,Dallas,PR0207,Groceries,Fresh Produce,FreshMart,53,21.86,10,Yes,No,809,26.62,161,4530.94,141,4,3.09,964.03,Medium
309435,06-03-2024,2024,Wednesday,1,ST034,Supermarket,North,New York,PR0008,Home & Kitchen,Decor,Zenith,15,94.62,10,Yes,No,348,93.84,364,3103.81,227,1,5,1192.21,Medium
307292,06-03-2024,2024,Wednesday,1,ST032,Convenience Store,South,Seattle,PR0158,Groceries,Beverages,Apex,45,15.39,20,Yes,No,686,14.14,267,4381.53,155,2,4.46,529.42,Medium
